"year" "measurement_type" "value"
"2818" 592 "europe_temp_index" -0.27
"2819" 591 "n_tree" -0.72
"2820" 591 "europe_temp_index" -0.4
"2821" 590 "n_tree" -0.15
"2822" 590 "europe_temp_index" 0.14
"2823" 589 "n_tree" -1.42
"2824" 589 "europe_temp_index" -0.69
"2825" 588 "n_tree" -0.17
"2826" 588 "europe_temp_index" -0.07
"2827" 587 "n_tree" -0.32
"2828" 587 "europe_temp_index" 0.15
"2829" 586 "n_tree" -0.1
"2830" 586 "europe_temp_index" 0.08
"2831" 585 "n_tree" -1.4
"2832" 585 "europe_temp_index" -0.68
"2833" 584 "n_tree" -0.61
"2834" 584 "europe_temp_index" -0.17
"2835" 583 "n_tree" -0.65
"2836" 583 "europe_temp_index" -0.21
"2837" 582 "n_tree" -1.16
"2838" 582 "europe_temp_index" -0.55
"2839" 581 "n_tree" -0.49
"2840" 581 "europe_temp_index" -0.09
"2841" 580 "n_tree" -0.74
"2842" 580 "europe_temp_index" -0.01
"2843" 579 "n_tree" -1.22
"2844" 579 "europe_temp_index" -0.33
"2845" 578 "n_tree" -1.33
"2846" 578 "europe_temp_index" -0.29
"2847" 577 "n_tree" -0.91
"2848" 577 "europe_temp_index" -0.12
"2849" 576 "n_tree" -1.1
"2850" 576 "europe_temp_index" -0.16
"2851" 575 "n_tree" -1.37
"2852" 575 "europe_temp_index" -0.65
"2853" 574 "n_tree" -2.56
"2854" 574 "europe_temp_index" -1.39
"2855" 573 "n_tree" -0.79
"2856" 573 "europe_temp_index" -0.18
"2857" 572 "n_tree" -0.98
"2858" 572 "europe_temp_index" -0.05
"2859" 571 "n_tree" -0.62
"2860" 571 "europe_temp_index" 0.05
"2861" 570 "n_tree" -0.71
"2862" 570 "europe_temp_index" 0.14
"2863" 569 "n_tree" -1.77
"2864" 569 "europe_temp_index" -0.56
"2865" 568 "n_tree" -0.32
"2866" 568 "europe_temp_index" 0.07
"2867" 567 "n_tree" -0.82
"2868" 567 "europe_temp_index" -0.27
"2869" 566 "n_tree" -1.04
"2870" 566 "europe_temp_index" -0.43
"2871" 565 "n_tree" -1.47
"2872" 565 "europe_temp_index" -0.75
"2873" 564 "n_tree" -1.47
"2874" 564 "europe_temp_index" -0.81
"2875" 563 "n_tree" -1.31
"2876" 563 "europe_temp_index" -0.23
"2877" 562 "n_tree" -1.41
"2878" 562 "europe_temp_index" -0.18
"2879" 561 "n_tree" -0.87
"2880" 561 "europe_temp_index" 0
"2881" 560 "n_tree" -1.53
"2882" 560 "europe_temp_index" -0.81
"2883" 559 "n_tree" -0.6
"2884" 559 "europe_temp_index" 0.19
"2885" 558 "n_tree" 0.23
"2886" 558 "europe_temp_index" 0.58
"2887" 557 "n_tree" -0.8
"2888" 557 "europe_temp_index" -0.28
"2889" 556 "n_tree" -0.25
"2890" 556 "europe_temp_index" 0.33
"2891" 555 "n_tree" -0.84
"2892" 555 "europe_temp_index" -0.38
"2893" 554 "n_tree" -1.26
"2894" 554 "europe_temp_index" -0.29
"2895" 553 "n_tree" -0.95
"2896" 553 "europe_temp_index" 0.02
"2897" 552 "n_tree" -1.39
"2898" 552 "europe_temp_index" -0.42
"2899" 551 "n_tree" -2.13
"2900" 551 "europe_temp_index" -1.14
"2901" 550 "n_tree" -1.46
"2902" 550 "europe_temp_index" -0.68
"2903" 549 "n_tree" -2.32
"2904" 549 "europe_temp_index" -1.34
"2905" 548 "n_tree" -1.43
"2906" 548 "europe_temp_index" -0.34
"2907" 547 "n_tree" -2.12
"2908" 547 "europe_temp_index" -0.62
"2909" 546 "n_tree" -2.45
"2910" 546 "europe_temp_index" -0.8
"2911" 545 "n_tree" -2.58
"2912" 545 "europe_temp_index" -1.11
"2913" 544 "n_tree" -2.65
"2914" 544 "europe_temp_index" -1.41
"2915" 543 "n_tree" -3.08
"2916" 543 "europe_temp_index" -1.37
"2917" 542 "n_tree" -1.6
"2918" 542 "europe_temp_index" -0.66
"2919" 541 "n_tree" -2.53
"2920" 541 "europe_temp_index" -1.34
"2921" 540 "n_tree" -1.9
"2922" 540 "europe_temp_index" -0.86
"2923" 539 "n_tree" -1.21
"2924" 539 "europe_temp_index" -0.53
"2925" 538 "n_tree" -2.01
"2926" 538 "europe_temp_index" -1.08
"2927" 537 "n_tree" -1.89
"2928" 537 "europe_temp_index" -0.32
"2929" 536 "n_tree" -3.29
"2930" 536 "europe_temp_index" -1.58
"2931" 535 "n_tree" 0.07
"2932" 535 "europe_temp_index" 0.1
"2933" 534 "n_tree" -0.22
"2934" 534 "europe_temp_index" 0.08
"2935" 533 "n_tree" -0.51
"2936" 533 "europe_temp_index" 0.05
"2937" 532 "n_tree" -0.56
"2938" 532 "europe_temp_index" -0.09
"2939" 531 "n_tree" -0.32
"2940" 531 "europe_temp_index" 0.09
"2941" 530 "n_tree" -0.21
"2942" 530 "europe_temp_index" -0.27
"2943" 529 "n_tree" -0.08
"2944" 529 "europe_temp_index" 0.08
"2945" 528 "n_tree" -0.58
"2946" 528 "europe_temp_index" -0.1
"2947" 527 "n_tree" -0.57
"2948" 527 "europe_temp_index" -0.19
"2949" 526 "n_tree" -0.5
"2950" 526 "europe_temp_index" -0.11
"2951" 525 "n_tree" 0.12
"2952" 525 "europe_temp_index" 0.22
"2953" 524 "n_tree" -0.77
"2954" 524 "europe_temp_index" -0.15
"2955" 523 "n_tree" 0.06
"2956" 523 "europe_temp_index" 0.29
"2957" 522 "n_tree" -1.09
"2958" 522 "europe_temp_index" -0.55
"2959" 521 "n_tree" -0.36
"2960" 521 "europe_temp_index" -0.28
"2961" 520 "n_tree" -0.37
"2962" 520 "europe_temp_index" -0.1
"2963" 519 "n_tree" 0.32
"2964" 519 "europe_temp_index" 0.36
"2965" 518 "n_tree" 0.03
"2966" 518 "europe_temp_index" 0.22
"2967" 517 "n_tree" -0.16
"2968" 517 "europe_temp_index" 0.07
"2969" 516 "n_tree" -0.4
"2970" 516 "europe_temp_index" 0.03
"2971" 515 "n_tree" -0.51
"2972" 515 "europe_temp_index" -0.52
"2973" 514 "n_tree" -0.15
"2974" 514 "europe_temp_index" -0.06
"2975" 513 "n_tree" 0.52
"2976" 513 "europe_temp_index" 0.39
"2977" 512 "n_tree" -0.16
"2978" 512 "europe_temp_index" 0.03
"2979" 511 "n_tree" -1.44
"2980" 511 "europe_temp_index" -0.78
"2981" 510 "n_tree" -0.02
"2982" 510 "europe_temp_index" 0.31
"2983" 509 "n_tree" 0.17
"2984" 509 "europe_temp_index" 0.76
"2985" 508 "n_tree" 0
"2986" 508 "europe_temp_index" 0.41
"2987" 507 "n_tree" 0.17
"2988" 507 "europe_temp_index" 0.52
"2989" 506 "n_tree" -0.33
"2990" 506 "europe_temp_index" 0.03
"2991" 505 "n_tree" -0.23
"2992" 505 "europe_temp_index" -0.06
"2993" 504 "n_tree" -0.85
"2994" 504 "europe_temp_index" -0.52
"2995" 503 "n_tree" 0.54
"2996" 503 "europe_temp_index" 0.64
"2997" 502 "n_tree" 0.23
"2998" 502 "europe_temp_index" 0.33
"2999" 501 "n_tree" -0.07
"3000" 501 "europe_temp_index" 0.46
"3001" 500 "n_tree" 0.18
"3002" 500 "europe_temp_index" 0.82
"3003" 499 "n_tree" 0.29
"3004" 499 "europe_temp_index" 0.44
"3005" 498 "n_tree" -0.08
"3006" 498 "europe_temp_index" 0.29
"3007" 497 "n_tree" 0.11
"3008" 497 "europe_temp_index" 0.55
"3009" 496 "n_tree" -0.17
"3010" 496 "europe_temp_index" 0.22
"3011" 495 "n_tree" -0.44
"3012" 495 "europe_temp_index" 0.25
"3013" 494 "n_tree" 0.49
"3014" 494 "europe_temp_index" 0.71
"3015" 493 "n_tree" 0.22
"3016" 493 "europe_temp_index" 0.79
"3017" 492 "n_tree" -0.56
"3018" 492 "europe_temp_index" -0.01
"3019" 491 "n_tree" -0.27
"3020" 491 "europe_temp_index" 0.07
"3021" 490 "n_tree" -0.15
"3022" 490 "europe_temp_index" -0.07
"3023" 489 "n_tree" -0.2
"3024" 489 "europe_temp_index" 0.27
"3025" 488 "n_tree" -1.06
"3026" 488 "europe_temp_index" -0.15
"3027" 487 "n_tree" -1.27
"3028" 487 "europe_temp_index" -0.7
"3029" 486 "n_tree" -1.09
"3030" 486 "europe_temp_index" -0.18
"3031" 485 "n_tree" -0.02
"3032" 485 "europe_temp_index" 0.4
"3033" 484 "n_tree" -1.15
"3034" 484 "europe_temp_index" -0.32
"3035" 483 "n_tree" -0.75
"3036" 483 "europe_temp_index" 0.19
"3037" 482 "n_tree" -0.67
"3038" 482 "europe_temp_index" -0.12
"3039" 481 "n_tree" -0.42
"3040" 481 "europe_temp_index" -0.1
"3041" 480 "n_tree" -0.56
"3042" 480 "europe_temp_index" -0.28
"3043" 479 "n_tree" -1.6
"3044" 479 "europe_temp_index" -0.68
"3045" 478 "n_tree" -0.75
"3046" 478 "europe_temp_index" -0.72
"3047" 477 "n_tree" -0.78
"3048" 477 "europe_temp_index" -0.46
"3049" 476 "n_tree" -0.68
"3050" 476 "europe_temp_index" -0.22
"3051" 475 "n_tree" -1.04
"3052" 475 "europe_temp_index" -0.21
"3053" 474 "n_tree" -0.83
"3054" 474 "europe_temp_index" -0.56
"3055" 473 "n_tree" -0.26
"3056" 473 "europe_temp_index" 0.48
"3057" 472 "n_tree" -0.34
"3058" 472 "europe_temp_index" 0.09
"3059" 471 "n_tree" -0.9
"3060" 471 "europe_temp_index" -0.6
"3061" 470 "n_tree" -0.63
"3062" 470 "europe_temp_index" -0.07
"3063" 469 "n_tree" -0.63
"3064" 469 "europe_temp_index" -0.17
"3065" 468 "n_tree" -0.68
"3066" 468 "europe_temp_index" -0.27
"3067" 467 "n_tree" -0.83
"3068" 467 "europe_temp_index" -0.64
"3069" 466 "n_tree" -0.56
"3070" 466 "europe_temp_index" -0.13
"3071" 465 "n_tree" -0.86
"3072" 465 "europe_temp_index" -0.4
"3073" 464 "n_tree" -1.04
"3074" 464 "europe_temp_index" -0.61
"3075" 463 "n_tree" -0.54
"3076" 463 "europe_temp_index" 0.09
"3077" 462 "n_tree" -1.4
"3078" 462 "europe_temp_index" -0.95
"3079" 461 "n_tree" -0.98
"3080" 461 "europe_temp_index" -0.52
"3081" 460 "n_tree" -0.6
"3082" 460 "europe_temp_index" -0.02
"3083" 459 "n_tree" -1.3
"3084" 459 "europe_temp_index" -1
"3085" 458 "n_tree" -0.19
"3086" 458 "europe_temp_index" -0.05
"3087" 457 "n_tree" -0.21
"3088" 457 "europe_temp_index" 0.02
"3089" 456 "n_tree" -0.75
"3090" 456 "europe_temp_index" -0.08
"3091" 455 "n_tree" -0.18
"3092" 455 "europe_temp_index" -0.01
"3093" 454 "n_tree" -0.64
"3094" 454 "europe_temp_index" -0.33
"3095" 453 "n_tree" -0.5
"3096" 453 "europe_temp_index" -0.02
"3097" 452 "n_tree" -0.52
"3098" 452 "europe_temp_index" 0.02
"3099" 451 "n_tree" -1.05
"3100" 451 "europe_temp_index" 0.04
"3101" 450 "n_tree" -0.75
"3102" 450 "europe_temp_index" 0.13
"3103" 449 "n_tree" -1.06
"3104" 449 "europe_temp_index" -0.36
"3105" 448 "n_tree" -0.52
"3106" 448 "europe_temp_index" -0.14
"3107" 447 "n_tree" -0.94
"3108" 447 "europe_temp_index" -0.34
"3109" 446 "n_tree" -0.94
"3110" 446 "europe_temp_index" -0.39
"3111" 445 "n_tree" -1.11
"3112" 445 "europe_temp_index" -0.23
"3113" 444 "n_tree" -0.05
"3114" 444 "europe_temp_index" 0.57
"3115" 443 "n_tree" -0.4
"3116" 443 "europe_temp_index" 0.38
"3117" 442 "n_tree" -0.16
"3118" 442 "europe_temp_index" 0.44
"3119" 441 "n_tree" -0.32
"3120" 441 "europe_temp_index" 0.28
"3121" 440 "n_tree" -0.67
"3122" 440 "europe_temp_index" -0.06
"3123" 439 "n_tree" -1.92
"3124" 439 "europe_temp_index" -0.64
"3125" 438 "n_tree" -0.34
"3126" 438 "europe_temp_index" -0.12
"3127" 437 "n_tree" -1.19
"3128" 437 "europe_temp_index" -0.21
"3129" 436 "n_tree" -1.07
"3130" 436 "europe_temp_index" -0.64
"3131" 435 "n_tree" 0.35
"3132" 435 "europe_temp_index" 0.19
"3133" 434 "n_tree" 0.38
"3134" 434 "europe_temp_index" 0.33
"3135" 433 "n_tree" -0.21
"3136" 433 "europe_temp_index" -0.22
"3137" 432 "n_tree" -0.48
"3138" 432 "europe_temp_index" -0.1
"3139" 431 "n_tree" -0.76
"3140" 431 "europe_temp_index" -0.27
"3141" 430 "n_tree" 0.37
"3142" 430 "europe_temp_index" 0.65
"3143" 429 "n_tree" -0.5
"3144" 429 "europe_temp_index" 0.06
"3145" 428 "n_tree" -0.39
"3146" 428 "europe_temp_index" -0.08
"3147" 427 "n_tree" -0.78
"3148" 427 "europe_temp_index" -0.34
"3149" 426 "n_tree" -1.87
"3150" 426 "europe_temp_index" -0.79
"3151" 425 "n_tree" -0.73
"3152" 425 "europe_temp_index" -0.26
"3153" 424 "n_tree" -0.57
"3154" 424 "europe_temp_index" -0.01
"3155" 423 "n_tree" -1.14
"3156" 423 "europe_temp_index" -0.26
"3157" 422 "n_tree" -1.58
"3158" 422 "europe_temp_index" -0.65
"3159" 421 "n_tree" -1.29
"3160" 421 "europe_temp_index" -0.73
"3161" 420 "n_tree" -0.97
"3162" 420 "europe_temp_index" -0.26
"3163" 419 "n_tree" -1.02
"3164" 419 "europe_temp_index" -0.5
"3165" 418 "n_tree" -1.17
"3166" 418 "europe_temp_index" -0.68
"3167" 417 "n_tree" -0.95
"3168" 417 "europe_temp_index" -0.95
"3169" 416 "n_tree" -1.29
"3170" 416 "europe_temp_index" -0.65
"3171" 415 "n_tree" -1.11
"3172" 415 "europe_temp_index" -0.75
"3173" 414 "n_tree" -1.44
"3174" 414 "europe_temp_index" -1.22
"3175" 413 "n_tree" -0.76
"3176" 413 "europe_temp_index" -0.62
"3177" 412 "n_tree" -0.84
"3178" 412 "europe_temp_index" -0.24
"3179" 411 "n_tree" -0.6
"3180" 411 "europe_temp_index" -0.12
"3181" 410 "n_tree" -0.28
"3182" 410 "europe_temp_index" 0.21
"3183" 409 "n_tree" 0.07
"3184" 409 "europe_temp_index" 0.38
"3185" 408 "n_tree" 0.05
"3186" 408 "europe_temp_index" 0.41
"3187" 407 "n_tree" 0.19
"3188" 407 "europe_temp_index" 0.39
"3189" 406 "n_tree" 0.24
"3190" 406 "europe_temp_index" 0.43
"3191" 405 "n_tree" -0.36
"3192" 405 "europe_temp_index" -0.06
"3193" 404 "n_tree" -0.79
"3194" 404 "europe_temp_index" -0.1
"3195" 403 "n_tree" -0.36
"3196" 403 "europe_temp_index" -0.11
"3197" 402 "n_tree" -0.18
"3198" 402 "europe_temp_index" 0
"3199" 401 "n_tree" 0.06
"3200" 401 "europe_temp_index" 0.15
"3201" 400 "n_tree" -0.87
"3202" 400 "europe_temp_index" -0.34
"3203" 399 "n_tree" -0.58
"3204" 399 "europe_temp_index" -0.3
"3205" 398 "n_tree" -0.98
"3206" 398 "europe_temp_index" -0.51
"3207" 397 "n_tree" -0.93
"3208" 397 "europe_temp_index" -0.57
"3209" 396 "n_tree" -1.75
"3210" 396 "europe_temp_index" -1.19
"3211" 395 "n_tree" -1.29
"3212" 395 "europe_temp_index" -0.59
"3213" 394 "n_tree" -1.16
"3214" 394 "europe_temp_index" -0.73
"3215" 393 "n_tree" -1.72
"3216" 393 "europe_temp_index" -0.75
"3217" 392 "n_tree" -0.96
"3218" 392 "europe_temp_index" -0.96
"3219" 391 "n_tree" -0.62
"3220" 391 "europe_temp_index" -0.61
"3221" 390 "n_tree" -0.72
"3222" 390 "europe_temp_index" -0.61
"3223" 389 "n_tree" -0.45
"3224" 389 "europe_temp_index" -0.34
"3225" 388 "n_tree" -0.72
"3226" 388 "europe_temp_index" -0.24
"3227" 387 "n_tree" -0.53
"3228" 387 "europe_temp_index" -0.04
"3229" 386 "n_tree" 0.42
"3230" 386 "europe_temp_index" 0.21
"3231" 385 "n_tree" -0.12
"3232" 385 "europe_temp_index" 0.24
"3233" 384 "n_tree" -0.25
"3234" 384 "europe_temp_index" 0.07
"3235" 383 "n_tree" -0.76
"3236" 383 "europe_temp_index" -0.32
"3237" 382 "n_tree" -0.78
"3238" 382 "europe_temp_index" -0.16
"3239" 381 "n_tree" -1.47
"3240" 381 "europe_temp_index" -0.64
"3241" 380 "n_tree" 0
"3242" 380 "europe_temp_index" 0.17
"3243" 379 "n_tree" -0.45
"3244" 379 "europe_temp_index" -0.3
"3245" 378 "n_tree" -0.34
"3246" 378 "europe_temp_index" 0.02
"3247" 377 "n_tree" 0.25
"3248" 377 "europe_temp_index" 0.21
"3249" 376 "n_tree" -0.29
"3250" 376 "europe_temp_index" -0.4
"3251" 375 "n_tree" 0.65
"3252" 375 "europe_temp_index" 0.37
"3253" 374 "n_tree" -0.42
"3254" 374 "europe_temp_index" 0.2
"3255" 373 "n_tree" 0.34
"3256" 373 "europe_temp_index" 0.37
"3257" 372 "n_tree" 0.17
"3258" 372 "europe_temp_index" -0.35
"3259" 371 "n_tree" 0.69
"3260" 371 "europe_temp_index" 0.25
"3261" 370 "n_tree" -0.74
"3262" 370 "europe_temp_index" -0.1
"3263" 369 "n_tree" -0.56
"3264" 369 "europe_temp_index" -0.27
"3265" 368 "n_tree" -0.46
"3266" 368 "europe_temp_index" -0.18
"3267" 367 "n_tree" -0.43
"3268" 367 "europe_temp_index" -0.17
"3269" 366 "n_tree" -0.27
"3270" 366 "europe_temp_index" -0.14
"3271" 365 "n_tree" -0.46
"3272" 365 "europe_temp_index" -0.34
"3273" 364 "n_tree" 0.1
"3274" 364 "europe_temp_index" 0.11
"3275" 363 "n_tree" 0.06
"3276" 363 "europe_temp_index" 0.31
"3277" 362 "n_tree" -0.29
"3278" 362 "europe_temp_index" -0.07
"3279" 361 "n_tree" -0.14
"3280" 361 "europe_temp_index" -0.22
"3281" 360 "n_tree" -0.67
"3282" 360 "europe_temp_index" -0.82
"3283" 359 "n_tree" -1.09
"3284" 359 "europe_temp_index" -0.67
"3285" 358 "n_tree" -0.58
"3286" 358 "europe_temp_index" -0.69
"3287" 357 "n_tree" -1.47
"3288" 357 "europe_temp_index" -1.12
"3289" 356 "n_tree" -1.28
"3290" 356 "europe_temp_index" -1.04
"3291" 355 "n_tree" -1.15
"3292" 355 "europe_temp_index" -0.76
"3293" 354 "n_tree" -1.55
"3294" 354 "europe_temp_index" -0.79
"3295" 353 "n_tree" -0.92
"3296" 353 "europe_temp_index" -0.55
"3297" 352 "n_tree" -1.47
"3298" 352 "europe_temp_index" -0.68
"3299" 351 "n_tree" -1.16
"3300" 351 "europe_temp_index" -0.24
"3301" 350 "n_tree" -0.77
"3302" 350 "europe_temp_index" -0.33
"3303" 349 "n_tree" -1.05
"3304" 349 "europe_temp_index" -0.32
"3305" 348 "n_tree" -0.38
"3306" 348 "europe_temp_index" 0.26
"3307" 347 "n_tree" -0.39
"3308" 347 "europe_temp_index" 0.14
"3309" 346 "n_tree" -0.63
"3310" 346 "europe_temp_index" 0.17
"3311" 345 "n_tree" -1.41
"3312" 345 "europe_temp_index" -0.76
"3313" 344 "n_tree" -1.29
"3314" 344 "europe_temp_index" -0.21
"3315" 343 "n_tree" -1.81
"3316" 343 "europe_temp_index" -0.85
"3317" 342 "n_tree" -1.42
"3318" 342 "europe_temp_index" -0.52
"3319" 341 "n_tree" -0.71
"3320" 341 "europe_temp_index" -0.38
"3321" 340 "n_tree" -1.49
"3322" 340 "europe_temp_index" -0.86
"3323" 339 "n_tree" -2.48
"3324" 339 "europe_temp_index" -1.28
"3325" 338 "n_tree" -1.12
"3326" 338 "europe_temp_index" -0.45
"3327" 337 "n_tree" -1.06
"3328" 337 "europe_temp_index" -0.23
"3329" 336 "n_tree" -1.36
"3330" 336 "europe_temp_index" -0.84
"3331" 335 "n_tree" -1.69
"3332" 335 "europe_temp_index" -0.99
"3333" 334 "n_tree" -0.5
"3334" 334 "europe_temp_index" -0.18
"3335" 333 "n_tree" -1.37
"3336" 333 "europe_temp_index" -0.77
"3337" 332 "n_tree" -0.97
"3338" 332 "europe_temp_index" -0.75
"3339" 331 "n_tree" -0.78
"3340" 331 "europe_temp_index" -0.32
"3341" 330 "n_tree" -0.92
"3342" 330 "europe_temp_index" -0.25
"3343" 329 "n_tree" -1.11
"3344" 329 "europe_temp_index" -0.82
"3345" 328 "n_tree" -1.17
"3346" 328 "europe_temp_index" -0.4
"3347" 327 "n_tree" -1.25
"3348" 327 "europe_temp_index" -0.73
"3349" 326 "n_tree" -1.37
"3350" 326 "europe_temp_index" -0.6
"3351" 325 "n_tree" -0.71
"3352" 325 "europe_temp_index" -0.44
"3353" 324 "n_tree" -0.03
"3354" 324 "europe_temp_index" 0.31
"3355" 323 "n_tree" -0.61
"3356" 323 "europe_temp_index" -0.19
"3357" 322 "n_tree" -0.77
"3358" 322 "europe_temp_index" -0.39
"3359" 321 "n_tree" -1.09
"3360" 321 "europe_temp_index" 0.02
"3361" 320 "n_tree" -0.59
"3362" 320 "europe_temp_index" -0.05
"3363" 319 "n_tree" -0.7
"3364" 319 "europe_temp_index" -0.06
"3365" 318 "n_tree" -0.58
"3366" 318 "europe_temp_index" -0.08
"3367" 317 "n_tree" -0.71
"3368" 317 "europe_temp_index" -0.31
"3369" 316 "n_tree" -0.81
"3370" 316 "europe_temp_index" -0.59
"3371" 315 "n_tree" -0.92
"3372" 315 "europe_temp_index" -0.57
"3373" 314 "n_tree" -0.76
"3374" 314 "europe_temp_index" -0.41
"3375" 313 "n_tree" -0.7
"3376" 313 "europe_temp_index" -0.18
"3377" 312 "n_tree" -0.81
"3378" 312 "europe_temp_index" -0.37
"3379" 311 "n_tree" -1.1
"3380" 311 "europe_temp_index" -0.53
"3381" 310 "n_tree" -0.75
"3382" 310 "europe_temp_index" -0.46
"3383" 309 "n_tree" -1.01
"3384" 309 "europe_temp_index" -0.65
"3385" 308 "n_tree" -0.99
"3386" 308 "europe_temp_index" -0.61
"3387" 307 "n_tree" -0.58
"3388" 307 "europe_temp_index" -0.31
"3389" 306 "n_tree" -0.59
"3390" 306 "europe_temp_index" -0.22
"3391" 305 "n_tree" -0.85
"3392" 305 "europe_temp_index" -0.58
"3393" 304 "n_tree" -0.27
"3394" 304 "europe_temp_index" -0.11
"3395" 303 "n_tree" -0.34
"3396" 303 "europe_temp_index" -0.25
"3397" 302 "n_tree" -0.88
"3398" 302 "europe_temp_index" -0.41
"3399" 301 "n_tree" -1.27
"3400" 301 "europe_temp_index" -0.66
"3401" 300 "n_tree" -0.78
"3402" 300 "europe_temp_index" -0.48
"3403" 299 "n_tree" -1.26
"3404" 299 "europe_temp_index" -0.76
"3405" 298 "n_tree" -0.35
"3406" 298 "europe_temp_index" 0.09
"3407" 297 "n_tree" 0.31
"3408" 297 "europe_temp_index" 0.58
"3409" 296 "n_tree" -0.14
"3410" 296 "europe_temp_index" 0.15
"3411" 295 "n_tree" -0.51
"3412" 295 "europe_temp_index" 0.13
"3413" 294 "n_tree" -0.64
"3414" 294 "europe_temp_index" -0.03
"3415" 293 "n_tree" -1.29
"3416" 293 "europe_temp_index" -0.51
"3417" 292 "n_tree" -0.46
"3418" 292 "europe_temp_index" -0.01
"3419" 291 "n_tree" -0.11
"3420" 291 "europe_temp_index" 0.12
"3421" 290 "n_tree" -1.48
"3422" 290 "europe_temp_index" -0.49
"3423" 289 "n_tree" -0.01
"3424" 289 "europe_temp_index" -0.01
"3425" 288 "n_tree" -0.22
"3426" 288 "europe_temp_index" -0.11
"3427" 287 "n_tree" -0.33
"3428" 287 "europe_temp_index" 0
"3429" 286 "n_tree" 0.08
"3430" 286 "europe_temp_index" 0.07
"3431" 285 "n_tree" -0.56
"3432" 285 "europe_temp_index" 0.14
"3433" 284 "n_tree" 0.1
"3434" 284 "europe_temp_index" 0.24
"3435" 283 "n_tree" -0.36
"3436" 283 "europe_temp_index" 0.18
"3437" 282 "n_tree" -0.05
"3438" 282 "europe_temp_index" 0.24
"3439" 281 "n_tree" -0.22
"3440" 281 "europe_temp_index" 0.44
"3441" 280 "n_tree" 0.03
"3442" 280 "europe_temp_index" 0.1
"3443" 279 "n_tree" 0.15
"3444" 279 "europe_temp_index" 0.38
"3445" 278 "n_tree" 0.18
"3446" 278 "europe_temp_index" 0.69
"3447" 277 "n_tree" -0.14
"3448" 277 "europe_temp_index" 0.52
"3449" 276 "n_tree" -0.45
"3450" 276 "europe_temp_index" 0.58
"3451" 275 "n_tree" -0.72
"3452" 275 "europe_temp_index" 0.15
"3453" 274 "n_tree" -1.85
"3454" 274 "europe_temp_index" -0.3
"3455" 273 "n_tree" -1.12
"3456" 273 "europe_temp_index" -0.19
"3457" 272 "n_tree" -1.01
"3458" 272 "europe_temp_index" -0.05
"3459" 271 "n_tree" -1.59
"3460" 271 "europe_temp_index" -0.61
"3461" 270 "n_tree" -1.01
"3462" 270 "europe_temp_index" -0.74
"3463" 269 "n_tree" -0.83
"3464" 269 "europe_temp_index" -0.57
"3465" 268 "n_tree" -1.52
"3466" 268 "europe_temp_index" -0.57
"3467" 267 "n_tree" -1.25
"3468" 267 "europe_temp_index" -0.52
"3469" 266 "n_tree" -0.09
"3470" 266 "europe_temp_index" -0.11
"3471" 265 "n_tree" -0.93
"3472" 265 "europe_temp_index" -0.59
"3473" 264 "n_tree" -0.53
"3474" 264 "europe_temp_index" -0.31
"3475" 263 "n_tree" -0.57
"3476" 263 "europe_temp_index" -0.33
"3477" 262 "n_tree" -0.11
"3478" 262 "europe_temp_index" 0.33
"3479" 261 "n_tree" -0.17
"3480" 261 "europe_temp_index" 0.03
"3481" 260 "n_tree" -1.29
"3482" 260 "europe_temp_index" -0.73
"3483" 259 "n_tree" -0.06
"3484" 259 "europe_temp_index" 0.11
"3485" 258 "n_tree" 0.08
"3486" 258 "europe_temp_index" -0.4
"3487" 257 "n_tree" -0.07
"3488" 257 "europe_temp_index" 0.34
"3489" 256 "n_tree" 0.17
"3490" 256 "europe_temp_index" 0.42
"3491" 255 "n_tree" 0.16
"3492" 255 "europe_temp_index" 0.57
"3493" 254 "n_tree" -0.35
"3494" 254 "europe_temp_index" 0.01
"3495" 253 "n_tree" -0.29
"3496" 253 "europe_temp_index" -0.15
"3497" 252 "n_tree" 0.14
"3498" 252 "europe_temp_index" 0.62
"3499" 251 "n_tree" -0.69
"3500" 251 "europe_temp_index" -0.72
"3501" 250 "n_tree" 0.56
"3502" 250 "europe_temp_index" 0.33
"3503" 249 "n_tree" -0.32
"3504" 249 "europe_temp_index" 0.18
"3505" 248 "n_tree" 0.29
"3506" 248 "europe_temp_index" 0.26
"3507" 247 "n_tree" 1.01
"3508" 247 "europe_temp_index" 0.25
"3509" 246 "n_tree" 0.82
"3510" 246 "europe_temp_index" 0.35
"3511" 245 "n_tree" 1.86
"3512" 245 "europe_temp_index" 0.89
"3513" 244 "n_tree" 0.63
"3514" 244 "europe_temp_index" 0.39
"3515" 243 "n_tree" 0.32
"3516" 243 "europe_temp_index" 0.37
"3517" 242 "n_tree" 1.53
"3518" 242 "europe_temp_index" 0.63
"3519" 241 "n_tree" 0.42
"3520" 241 "europe_temp_index" 0.56
"3521" 240 "n_tree" 0.8
"3522" 240 "europe_temp_index" 0.27
"3523" 239 "n_tree" 0.76
"3524" 239 "europe_temp_index" 0.76
"3525" 238 "n_tree" 0.36
"3526" 238 "europe_temp_index" 0.4
"3527" 237 "n_tree" -0.17
"3528" 237 "europe_temp_index" 0.12
"3529" 236 "n_tree" -0.58
"3530" 236 "europe_temp_index" 0.02
"3531" 235 "n_tree" 0.3
"3532" 235 "europe_temp_index" 0.77
"3533" 234 "n_tree" 0.45
"3534" 234 "europe_temp_index" 0.32
